text,original,label
"The system is equipped with an interactive interface that shows students correct demonstrations of movements and provides real-time feedback and guidance. We consider different types of neural networks used with a special emphasis on the learning rules applied, taking into account algorithm accuracy and performance, as well as open data availability. Therefore, the purpose of this study is to design an intelligent auxiliary system using artificial muscle integrated optical equipment to realize real-time monitoring and accurate evaluation of volleyball teaching, so as to assist coaches to accurately guide students’ movement skills. Secondly, it brings revolutionary changes to the future transportation system. The application of image processing and computer vision in autonomous driving plays a key role in enabling vehicles to perceive and understand the surrounding environment and achieve intelligent decision-making and control. Therefore, in combination with the application of computer vision and artificial intelligence in automatic driving, this paper expounds the image processing technology in automatic driving, including camera and sensor technology, image acquisition and preprocessing, feature extraction and object detection, so as to discuss the application of computer vision algorithm in automatic driving. The research on lane keeping and recognition, obstacle detection and avoidance, traffic signal and sign recognition is of great practical significance.","Autonomous vehicle is a typical high-tech comprehensive application, including scene perception, optimization calculation, multi-level assisted driving and other functions, using computer vision, sensors, information fusion, information communication, high-performance computing, artificial intelligence and automatic control and other technologies. In these technologies, computer vision, as a direct entry point to data processing, is an integral part of autonomous driving. Secondly, it brings revolutionary changes to the future transportation system. The application of image processing and computer vision in autonomous driving plays a key role in enabling vehicles to perceive and understand the surrounding environment and achieve intelligent decision-making and control. Therefore, in combination with the application of computer vision and artificial intelligence in automatic driving, this paper expounds the image processing technology in automatic driving, including camera and sensor technology, image acquisition and preprocessing, feature extraction and object detection, so as to discuss the application of computer vision algorithm in automatic driving. The research on lane keeping and recognition, obstacle detection and avoidance, traffic signal and sign recognition is of great practical significance.",0
"Medical image segmentation is a crucial task in computer vision, playing a pivotal role in applications such as diagnostics, treatment planning, and medical research. The present study explores a wide range of methodologies employed in the field of medical research to achieve image segmentation. The main challenge we face in this process is how to effectively extract the features of music sounds and accurately identify different tones through algorithms. The strengths and limitations of each method are thoroughly examined. This paper focuses on analyzing various architectures used for medical image segmentation, specifically evaluating their performance. Further, we hypothesized that AI may promote its use in the medical field. This can develop five-element music therapy. As one of the products of the rapid development of information technology, Artificial Intelligence (AI) involves many interdisciplinary subjects, adding new elements to music education. This research enhances the comprehension of how these methods can be applied within the medical sector, especially in the area of computer vision.","Medical image segmentation is a crucial task in computer vision, playing a pivotal role in applications such as diagnostics, treatment planning, and medical research. The present study explores a wide range of methodologies employed in the field of medical research to achieve image segmentation. These techniques range from traditional approaches based on thresholding, edge detection, region-based and clustering, to modern artificial intelligence methods, particularly deep learning techniques. The strengths and limitations of each method are thoroughly examined. This paper focuses on analyzing various architectures used for medical image segmentation, specifically evaluating their performance. It aims to delve deeply into the different segmentation methods, offering a comparative perspective on their effectiveness. Furthermore, This document delves into the most recent technological progress in segmentation, emphasizing major breakthroughs capable of transforming the precision and productivity of analyzing medical images. Through an exhaustive compilation and detailed critique of the results obtained by employing a range of segmentation strategies, the study presents the outcomes of multiple approaches, accompanied by an in-depth analysis of the strengths and weaknesses inherent to the various techniques applied to medical image segmentation. This research enhances the comprehension of how these methods can be applied within the medical sector, especially in the area of computer vision.",0
"Five-elements music therapy—based on the five-element theory—is a unique non-pharmacological therapy of East Asian traditional medicine. This paper introduces a study employing artificial intelligence (AI) to utilize computer vision algorithms for detecting human emotions in video content during user interactions with diverse visual stimuli. Machine learning algorithms are used to analyze and identify the data to accurately assess the student’s movements. The research aims to unveil the creation of software capable of emotion detection by leveraging AI algorithms and image processing pipelines to identify users' facial expressions. The process involves assessing users through images and facilitating the implementation of computer vision algorithms aligned with psychological theories defining emotions and their recognizable features. The study demonstrates the feasibility of emotion recognition through convolutional neural networks (CNN) and software development and training based on facial expressions. The results highlight successful emotion identification; however, precision improvement necessitates further training for contexts with more diverse images and additional algorithms to distinguish closely related emotional patterns. The discussion and conclusions emphasize the potential of A.I. and computer vision algorithms in emotion detection, providing insights into software development, ongoing training, and the evolving landscape of emotion recognition technology. Further training is necessary for contexts with more diverse images, alongside additional algorithms that can effectively distinguish between facial expressions depicting closely related emotional patterns, enhancing certainty and accuracy.","This paper introduces a study employing artificial intelligence (AI) to utilize computer vision algorithms for detecting human emotions in video content during user interactions with diverse visual stimuli. The research aims to unveil the creation of software capable of emotion detection by leveraging AI algorithms and image processing pipelines to identify users' facial expressions. The process involves assessing users through images and facilitating the implementation of computer vision algorithms aligned with psychological theories defining emotions and their recognizable features. The study demonstrates the feasibility of emotion recognition through convolutional neural networks (CNN) and software development and training based on facial expressions. The results highlight successful emotion identification; however, precision improvement necessitates further training for contexts with more diverse images and additional algorithms to distinguish closely related emotional patterns. The discussion and conclusions emphasize the potential of A.I. and computer vision algorithms in emotion detection, providing insights into software development, ongoing training, and the evolving landscape of emotion recognition technology. Further training is necessary for contexts with more diverse images, alongside additional algorithms that can effectively distinguish between facial expressions depicting closely related emotional patterns, enhancing certainty and accuracy.",0
"The face is the most essential part of the human body, and because of its distinctive traits, it is crucial for recognizing people. Facial recognition technology (FRT) is one of the most successful and fascinating technologies of the modern times. It has the potential to effectively provide individualized music therapy to individuals with illness. The world is moving towards contactless FRT after the COVID-19 pandemic. By analyzing the advantages of AI in music education, this paper systematically summarizes the application of AI in music education and discusses the development prospects of AI in music education. Due to its contactless biometric characteristics, FRT is becoming quite popular worldwide. Businesses are replacing conventional fingerprint scanners with artificial intelligence—based FRT, opening up enormous commercial prospects. Security and surveillance, authentication/access control systems, digital healthcare, photo retrieval, etc., are some sectors where its use has become essential. In the present communication, we presented the global adoption of FRT, its rising trend in the market, utilization of the technology in various sectors, its challenges and rising concerns with special reference to India and worldwide.","The face is the most essential part of the human body, and because of its distinctive traits, it is crucial for recognizing people. Facial recognition technology (FRT) is one of the most successful and fascinating technologies of the modern times. The world is moving towards contactless FRT after the COVID-19 pandemic. Due to its contactless biometric characteristics, FRT is becoming quite popular worldwide. Businesses are replacing conventional fingerprint scanners with artificial intelligence—based FRT, opening up enormous commercial prospects. Security and surveillance, authentication/access control systems, digital healthcare, photo retrieval, etc., are some sectors where its use has become essential. In the present communication, we presented the global adoption of FRT, its rising trend in the market, utilization of the technology in various sectors, its challenges and rising concerns with special reference to India and worldwide.",0
"Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. Thus, the precise segmentation of organs and their lesions may contribute to an efficient diagnostics process and a more effective selection of targeted therapies, as well as increasing the effectiveness of the training process. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). This timeline illustrates the progression and development of the techniques and data resources used in FER. The system is equipped with an interactive interface that shows students correct demonstrations of movements and provides real-time feedback and guidance. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) Finally, future lines of research and development directions of artificial intelligence applications, both in medical image segmentation and extended reality-based medical solutions, are discussed. Therefore, the purpose of this study is to design an intelligent auxiliary system using artificial muscle integrated optical equipment to realize real-time monitoring and accurate evaluation of volleyball teaching, so as to assist coaches to accurately guide students’ movement skills. This can develop five-element music therapy. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.","Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). This timeline illustrates the progression and development of the techniques and data resources used in FER. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) to the deep learning era. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.",0
"Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. It is noted that, to date, the major limitations of using Midjourney encompass its restriction to only facilitating early fashion design stages and necessitating substantial involvement from designers. In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). With the development, deployment, and experience of AI models by both viewers and players, it is crucial to provide a comprehensive summary of AI applications in basketball. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) This paper presents the development of a comprehensive, on-site industrial Optical Character Recognition (OCR) system tailored for reading text on iron plates. Additionally, the article will also evaluate the role of ChatGPT in scientifc research
and publications. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.","Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). This timeline illustrates the progression and development of the techniques and data resources used in FER. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) to the deep learning era. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.",0
"With the continuous developments of information technology, advanced computer technology and information technology have been promoted and used in the field of music. Chat Generated Pre-trained
Transformer (ChatGPT), which is an AI-chatbot, represents an extremely controversial topic in the academic community. The experiment used piano sound as an example to verify the accuracy and reliability of the system. Deep facial recognition has made significant progress and is widely applied in real-world scenarios. A complete facial recognition system involves three main components: facial recognition, orientation, and representation. This system detects faces, aligns them to a standard view, and extracts features for recognition using deep convolutional neural networks. This article provides a detailed overview of the latest advancements in these areas, showing how deep learning has greatly enhanced their abilities. Object detection in machine vision is a challenging area that requires significant improvements. While image classification accuracy is nearing 2.25%, surpassing human performance, object detection algorithms are still in the early stages. Current algorithms achieve only 40.8 MAPS on modern objects, so careful dataset selection is crucial for optimal results.","Facial recognition is a well-established and popular field in Computer Vision, especially with advancements in deep learning and data sets. Deep facial recognition has made significant progress and is widely applied in real-world scenarios. A complete facial recognition system involves three main components: facial recognition, orientation, and representation. This system detects faces, aligns them to a standard view, and extracts features for recognition using deep convolutional neural networks. This article provides a detailed overview of the latest advancements in these areas, showing how deep learning has greatly enhanced their abilities. Object detection in machine vision is a challenging area that requires significant improvements. While image classification accuracy is nearing 2.25%, surpassing human performance, object detection algorithms are still in the early stages. Current algorithms achieve only 40.8 MAPS on modern objects, so careful dataset selection is crucial for optimal results.",0
"Facial recognition technology (FRT) is one of several artificial intelligence (AI)-based technologies used during the COVID-19 pandemic to control the spread of the virus. As planning for future pandemics is currently underway, this technology is envisioned as an efficient tool to track infected individuals and collect real-time surveillance data. With the continuous progress of art education and artificial intelligence technology, traditional music teaching models are facing transformation. Through in-depth research, we have designed a music sound recognition system that uses Mel frequency cepstral coefficient (MFCC) for feature parameter extraction, and combines BP neural network algorithm to construct a music sound learning model. Nonetheless, FRT presents some ethical and legal challenges, such as its use without ensuring consent from the individuals under surveillance, the protection of biometric data collected through surveillance, and the risk of using this information for other purposes besides public health. Despite being widely deployed in countries such as Russia and China, for pandemic purposes and beyond, western jurisdictions are much more reluctant to adopt it.","Facial recognition technology (FRT) is one of several artificial intelligence (AI)-based technologies used during the COVID-19 pandemic to control the spread of the virus. As planning for future pandemics is currently underway, this technology is envisioned as an efficient tool to track infected individuals and collect real-time surveillance data. When properly used, FRT can support governments’ strategies to implement public health surveillance, which is defined in the literature as ‘the systematic collection, storage, usage, and dissemination of personal information to identify an outbreak and mitigate the spread of disease’.
Nonetheless, FRT presents some ethical and legal challenges, such as its use without ensuring consent from the individuals under surveillance, the protection of biometric data collected through surveillance, and the risk of using this information for other purposes besides public health. Despite being widely deployed in countries such as Russia and China, for pandemic purposes and beyond, western jurisdictions are much more reluctant to adopt it.",0
"During the COVID-19 pandemic, Delhi, India, faced a pressing issue where approximately 1,500 COVID-19-positive patients went missing. In public health emergencies, such as pandemics, natural disasters, or other calamities, hospitals, and medical centres experience a sudden influx of patients, and hospital management faces difficulties in keeping track of patients, especially when they need to be moved between facilities or when new temporary healthcare facilities are set up. As a consequence of these challenges, there can be an increase in missing person cases. Recently, artificial intelligence (AI)-based algorithms have revolutionized the medical image segmentation processes. Patients may be inadvertently separated from their families. The human face is a unique biometric system that can determine the age, gender, mood, of an individual, and even identity for verification purposes. Harbouring the power of deep learning and artificial intelligence, one of the most important applications of computer vision is Patient Identification. Findings reveal that this AI tool can assist fashion designers in creating both visually expressive attire and ready-to-wear products, meeting defined design criteria and consumer needs. In this study, we have proposed a state-of-the-art patient face detection model using a twofold model that uses MTCNN short for “multi-task cascaded convolution neural network” for face detection and alignment purposes with a FaceNet Convolutional Neural Network (CNN) a renowned face embedding algorithm finally with KNN algorithm as a classifier to get an accuracy of 97.1%. Also, to ensure public safety during the pandemic we have constituted a Resnet34 model for mask detection trained on the Face Mask Detection dataset with an accuracy of 97%. This study not only addresses the immediate challenges of patient identification and safety during crises but also carries implications for broader healthcare applications. The proposed models offer promising avenues for enhancing patient care and security.","During the COVID-19 pandemic, Delhi, India, faced a pressing issue where approximately 1,500 COVID-19-positive patients went missing. In public health emergencies, such as pandemics, natural disasters, or other calamities, hospitals, and medical centres experience a sudden influx of patients, and hospital management faces difficulties in keeping track of patients, especially when they need to be moved between facilities or when new temporary healthcare facilities are set up. As a consequence of these challenges, there can be an increase in missing person cases. Patients may be inadvertently separated from their families. The human face is a unique biometric system that can determine the age, gender, mood, of an individual, and even identity for verification purposes. Harbouring the power of deep learning and artificial intelligence, one of the most important applications of computer vision is Patient Identification. In this study, we have proposed a state-of-the-art patient face detection model using a twofold model that uses MTCNN short for “multi-task cascaded convolution neural network” for face detection and alignment purposes with a FaceNet Convolutional Neural Network (CNN) a renowned face embedding algorithm finally with KNN algorithm as a classifier to get an accuracy of 97.1%. Also, to ensure public safety during the pandemic we have constituted a Resnet34 model for mask detection trained on the Face Mask Detection dataset with an accuracy of 97%. This study not only addresses the immediate challenges of patient identification and safety during crises but also carries implications for broader healthcare applications. The proposed models offer promising avenues for enhancing patient care and security.",0
"Well-being is one of the pillars of positive psychology, which is known to have positive effects not only on the personal and professional lives of individuals but also on teams and organizations. Understanding and promoting individual well-being is essential for staff health and long-term success, but current tools for assessing subjective well-being rely on time-consuming surveys and questionnaires, which limit the possibility of providing the real-time feedback needed to raise awareness and change individual behavior. Our study offers contributions to theory and practice in the sports science and applied AI domains. This paper proposes a framework for understanding the process of non-verbal communication in teamwork, using video data to identify significant predictors of individual well-being in teamwork. It relies on video acquisition technologies and state-of-the-art artificial intelligence tools to extract individual, relative, and environmental characteristics from panoramic video. Our study offers contributions to theory and practice in the sports science and applied AI domains. Statistical analysis is applied to each time series, leading to the generation of a dataset of 125 features, which are then linked to PERMA (Positive Emotion, Engagement, Relationships, Meaning, and Accomplishments) surveys developed in the context of positive psychology. Each pillar of the PERMA model is evaluated as a regression or classification problem using machine learning algorithms. Our approach was applied to a case study, where 80 students collaborated in 20 teams for a week on a team task in a face-to-face setting. This enabled us to formulate several hypotheses identifying factors influencing individual well-being in teamwork. These promising results point to interesting avenues for research, for instance fusing different media for the analysis of individual well-being in teamwork.","Well-being is one of the pillars of positive psychology, which is known to have positive effects not only on the personal and professional lives of individuals but also on teams and organizations. Understanding and promoting individual well-being is essential for staff health and long-term success, but current tools for assessing subjective well-being rely on time-consuming surveys and questionnaires, which limit the possibility of providing the real-time feedback needed to raise awareness and change individual behavior. This paper proposes a framework for understanding the process of non-verbal communication in teamwork, using video data to identify significant predictors of individual well-being in teamwork. It relies on video acquisition technologies and state-of-the-art artificial intelligence tools to extract individual, relative, and environmental characteristics from panoramic video. Statistical analysis is applied to each time series, leading to the generation of a dataset of 125 features, which are then linked to PERMA (Positive Emotion, Engagement, Relationships, Meaning, and Accomplishments) surveys developed in the context of positive psychology. Each pillar of the PERMA model is evaluated as a regression or classification problem using machine learning algorithms. Our approach was applied to a case study, where 80 students collaborated in 20 teams for a week on a team task in a face-to-face setting. This enabled us to formulate several hypotheses identifying factors influencing individual well-being in teamwork. These promising results point to interesting avenues for research, for instance fusing different media for the analysis of individual well-being in teamwork.",0
"Face recognition has a very important role in various applications, from security, surveillance to authentication. The system is equipped with an interactive interface that shows students correct demonstrations of movements and provides real-time feedback and guidance. For safety most of the household is having CC cameras such that they could recognize the persons from it. It has the potential to effectively provide individualized music therapy to individuals with illness. In few highly secured places where allowance to any unknown intruder is strictly prohibited. With the aid of AI, the combination of intelligent technology and on-site teaching solves the lack of individuation in the traditional mode and enhances students’ interest in learning. Thereby, this paper deals with a system which could recognize the face of the intruder through surveillance camera using ML and AI based algorithms. The design specified is successfully implemented using HOG feature extraction and SVM classification algorithms and it classifies the faces for a video stream given as input. The major objective entitled to this paper is to recognize the faces of people from the video by HOG feature extractor and classify them using SVM and train the machine to tell who is the person working for the organization and who are the intruder.","Face recognition has a very important role in various applications, from security, surveillance to authentication. For safety most of the household is having CC cameras such that they could recognize the persons from it. These CCTV are allocated for having safety and to know who visited their houses. In few highly secured places where allowance to any unknown intruder is strictly prohibited. Thereby, this paper deals with a system which could recognize the face of the intruder through surveillance camera using ML and AI based algorithms. The design specified is successfully implemented using HOG feature extraction and SVM classification algorithms and it classifies the faces for a video stream given as input. The major objective entitled to this paper is to recognize the faces of people from the video by HOG feature extractor and classify them using SVM and train the machine to tell who is the person working for the organization and who are the intruder.",0
"The simulation experiments conducted in MATLAB environment show that our system can accurately recognize and extract the main frequency of music, and has higher performance compared to traditional methods. By analyzing the advantages of AI in music education, this paper systematically summarizes the application of AI in music education and discusses the development prospects of AI in music education. Just as technology is being used to solve all the problems so why not this one. The idea is to make a more convenient and advanced super market experience, where there are no cashiers or lines so that we can shop hassle free. This project implements Artificial Intelligence and Internet of Things to automate a supermarket for better efficiency. A person just needs to walk in after scanning their QR code through the app with their unique ID on it. In the last decade, AI use in Orthopaedics increased approximately tenfold. It will record the customer's presence in the shop. The shopping carts and baskets have sensors on them, which can detect the product entering or being taken out. The products are placed on shelves which have pressure sensors to detect if any product is picked up. Midjourney shows promise in streamlining the fashion design process by enhancing ideation and optimizing design details. These shelves are closed and they only open with your shopping cards. When you reach the counter, you only have swipe your card again and money will be deducted from your account according to your purchase and a receipt will be given. As one of the products of the rapid development of information technology, Artificial Intelligence (AI) involves many interdisciplinary subjects, adding new elements to music education.","The growing population also leads to a growing consumer base which increases the load and resources to cater the needs of the day-by-day increasing consumers. Just as technology is being used to solve all the problems so why not this one. The idea is to make a more convenient and advanced super market experience, where there are no cashiers or lines so that we can shop hassle free. This project implements Artificial Intelligence and Internet of Things to automate a supermarket for better efficiency. A person just needs to walk in after scanning their QR code through the app with their unique ID on it. It will record the customer's presence in the shop. The shopping carts and baskets have sensors on them, which can detect the product entering or being taken out. The products are placed on shelves which have pressure sensors to detect if any product is picked up. These shelves are closed and they only open with your shopping cards. When you reach the counter, you only have swipe your card again and money will be deducted from your account according to your purchase and a receipt will be given. We look forward to provide this technology to various super market chains in the country and abroad and help them implement it with a nominal one time investment.",0
"Our research comprised three stages: refining an initial idea into well-defined textual design concepts, facilitating concept development, and validating the preceding observations and reflections by creating a new line of hemp-based products that were evaluated by targeted consumers through an online survey. In this paper, we focus on the AI-based solutions applied in medical image scan segmentation and intelligent visual content generation, i.e., computer-generated three-dimensional (3D) images in the context of extended reality (XR). To overcome those complicated scenarios that rule-based methods could not cope with well, data-driven decision-making approaches have aroused more focus. The datasets to be used in developing data-driven methods dramatically influence the performance of decision making; hence, it is necessary to have a comprehensive insight into the existing datasets. From the aspects of collection sources, driving data can be divided into vehicle-, environment-, and driver-related data. This study compares the state-of-the-art datasets of these three categories and summarizes their features, including sensors used, annotation, and driving scenarios. Based on the characteristics of the datasets, this survey also discusses potential applications of datasets on various aspects of AV decision making, assisting researchers in finding appropriate ones to support their own research. The future trends of AV dataset development are summarized.","Autonomous vehicles (AVs) are expected to reshape future transportation systems, and decision making is one of the critical modules toward high-level automated driving. To overcome those complicated scenarios that rule-based methods could not cope with well, data-driven decision-making approaches have aroused more focus. The datasets to be used in developing data-driven methods dramatically influence the performance of decision making; hence, it is necessary to have a comprehensive insight into the existing datasets. From the aspects of collection sources, driving data can be divided into vehicle-, environment-, and driver-related data. This study compares the state-of-the-art datasets of these three categories and summarizes their features, including sensors used, annotation, and driving scenarios. Based on the characteristics of the datasets, this survey also discusses potential applications of datasets on various aspects of AV decision making, assisting researchers in finding appropriate ones to support their own research. The future trends of AV dataset development are summarized.",0
"With the aid of AI, the combination of intelligent technology and on-site teaching solves the lack of individuation in the traditional mode and enhances students’ interest in learning. In this paper, a safe and reliable motion planning and control framework is proposed to handle the tracking errors caused by inaccurate tracking by coordinating the motion planning layer and controller. Specifically, motion space is divided into safe regions and risky regions by designing the movement restraint size dependent on tracking error to construct the repulsive potential field. The collision-free waypoint set can then be obtained by combining global search and the proposed waypoint set filtering method. The planned trajectory is fitted by an optimization-based approach which minimizes the acceleration of the reference trajectory. Then, the planned trajectory is checked and modified by the designed anti-collision modification to ensure safety. Using invertible transformation and adaptive compensation allows the transient trajectory tracking errors to be limited within the designed region even with actuator faults. Because tracking error is considered and margined at the planning level, safety and reliability can be guaranteed by the coordination between the planning and control levels under inaccurate tracking and actuator faults. Basketball in particular, has captured the interest of the real-time analytics and data science community. The advantages and effectiveness of the proposed motion planning and control method are verified by simulation and experimental results.","Accurate trajectory tracking is unrealistic in real-world scenarios, however, which is commonly assumed to facilitate motion planning algorithm design. In this paper, a safe and reliable motion planning and control framework is proposed to handle the tracking errors caused by inaccurate tracking by coordinating the motion planning layer and controller. Specifically, motion space is divided into safe regions and risky regions by designing the movement restraint size dependent on tracking error to construct the repulsive potential field. The collision-free waypoint set can then be obtained by combining global search and the proposed waypoint set filtering method. The planned trajectory is fitted by an optimization-based approach which minimizes the acceleration of the reference trajectory. Then, the planned trajectory is checked and modified by the designed anti-collision modification to ensure safety. Using invertible transformation and adaptive compensation allows the transient trajectory tracking errors to be limited within the designed region even with actuator faults. Because tracking error is considered and margined at the planning level, safety and reliability can be guaranteed by the coordination between the planning and control levels under inaccurate tracking and actuator faults. The advantages and effectiveness of the proposed motion planning and control method are verified by simulation and experimental results.",0
"How would people distribute risks of autonomous vehicles (AVs) in everyday road traffic? The rich literature on the ethics of autonomous vehicles (AVs) revolves around moral judgments in unavoidable collision scenarios. We argue for extending the debate to driving behaviors in everyday road traffic where ubiquitous ethical questions arise due to the permanent redistribution of risk among road users. Our study offers contributions to theory and practice in the sports science and applied AI domains. This distribution of risks raises ethically relevant questions that cannot be evaded by simple heuristics such as “hitting the brakes.” Using an interactive, graphical representation of different traffic situations, we measured participants’ preferences on driving maneuvers of AVs in a representative survey in Germany. Our participants’ preferences deviated significantly from mere collision avoidance. The main challenge we face in this process is how to effectively extract the features of music sounds and accurately identify different tones through algorithms. With the development, deployment, and experience of AI models by both viewers and players, it is crucial to provide a comprehensive summary of AI applications in basketball.","How would people distribute risks of autonomous vehicles (AVs) in everyday road traffic? The rich literature on the ethics of autonomous vehicles (AVs) revolves around moral judgments in unavoidable collision scenarios. We argue for extending the debate to driving behaviors in everyday road traffic where ubiquitous ethical questions arise due to the permanent redistribution of risk among road users. This distribution of risks raises ethically relevant questions that cannot be evaded by simple heuristics such as “hitting the brakes.” Using an interactive, graphical representation of different traffic situations, we measured participants’ preferences on driving maneuvers of AVs in a representative survey in Germany. Our participants’ preferences deviated significantly from mere collision avoidance. Interestingly, our participants were willing to take risks themselves for the benefit of other road users, suggesting that the social dilemma of AVs may be mitigated in risky environments. Our research might build a bridge between engineers and philosophers to discuss the ethics of AVs more constructively.",0
"Artificial intelligence is one of the emerging technologies that simulate human intelligence in machines by programming it to think like human beings and mimic their actions. An autonomous vehicle can function itself and carry out necessary functions without any human involvement. This innovative technology may provide increased passenger safety, less congested roads, congestion reduction, optimum traffic, lower fuel consumption, less pollution, and better travel experiences. The development of artificial intelligence (AI) has enabled the acoustic analysis of multi-factor sound sources. Autonomous vehicles play a vital role in industry, agriculture, transportation, and military applications. The autonomous vehicle's activities are supported by sensor data and a few artificial intelligence systems. Artificial intelligence is the collection of data, path planning, and execution in autonomous vehicles that require some machine learning techniques that are a part of artificial intelligence. But this comes with some privacy issues and security concerns. Artifcial intelligence (AI) is looked upon nowadays as the potential major catalyst for the fourth industrial revolution. The issues of cybersecurity while incorporating artificial intelligence in autonomous vehicles will be covered in this article, along with the growing technology of self-driving automobiles.","Artificial intelligence is one of the emerging technologies that simulate human intelligence in machines by programming it to think like human beings and mimic their actions. An autonomous vehicle can function itself and carry out necessary functions without any human involvement. This innovative technology may provide increased passenger safety, less congested roads, congestion reduction, optimum traffic, lower fuel consumption, less pollution, and better travel experiences. Autonomous vehicles play a vital role in industry, agriculture, transportation, and military applications. The autonomous vehicle's activities are supported by sensor data and a few artificial intelligence systems. Artificial intelligence is the collection of data, path planning, and execution in autonomous vehicles that require some machine learning techniques that are a part of artificial intelligence. But this comes with some privacy issues and security concerns. Security is an important concern for autonomous vehicles. The issues of cybersecurity while incorporating artificial intelligence in autonomous vehicles will be covered in this article, along with the growing technology of self-driving automobiles.",0
